region_id,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
2135816,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,57,49,106,3,7,10,3,0,3,0,0,0,3,0,3,3,0,3,3,3,6,75,59,134,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,0,0,0,0,0,0,3,3,6,3,0,3,4,11,15,0,0,0,88,73,161
2135817,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,119,69,188,11,11,22,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,136,86,222,3,0,3,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,3,6,9,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,24,35,0,0,0,150,123,273
2135818,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,64,61,125,9,4,13,4,0,4,0,0,0,0,0,0,0,0,0,0,4,4,81,73,154,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,9,18,4,0,4,94,90,184
2135819,3,3,6,3,0,3,0,0,0,0,0,0,0,0,0,55,38,93,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,45,109,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,8,12,20,3,4,7,75,68,143
2135820,9,6,15,0,0,0,0,0,0,0,0,0,0,0,0,165,120,285,13,3,16,4,0,4,4,0,4,0,0,0,0,0,0,3,3,6,198,132,330,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,9,18,3,3,6,0,0,0,0,0,0,3,3,6,4,3,7,6,25,31,0,3,3,220,175,395
2135821,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,51,44,95,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,67,56,123,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20,3,3,6,81,74,155
2135822,3,6,9,3,0,3,0,0,0,0,0,0,3,0,3,93,72,165,11,8,19,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,116,86,202,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,0,12,3,3,6,0,0,0,0,0,0,3,3,6,0,3,3,9,18,27,3,0,3,143,110,253
2135823,3,3,6,3,0,3,0,0,0,0,0,0,0,0,0,41,29,70,3,3,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,53,35,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,3,3,3,8,11,3,3,6,59,52,111
2135824,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,61,43,104,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,77,54,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,14,22,4,3,7,89,75,164
2135825,3,3,6,0,0,0,0,0,0,0,0,0,0,3,3,60,40,100,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,50,117,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,13,22,0,0,0,82,63,145
2135826,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,151,87,238,8,15,23,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,169,105,274,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,8,19,27,0,3,3,186,140,326
2135827,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,47,26,73,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,30,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,7,0,0,0,57,37,94
2135828,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,27,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,38,27,65,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,41,32,73
2135901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,28,70,8,0,8,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,55,28,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,13,5,5,10,65,44,109
2135902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,40,101,8,3,11,9,0,9,0,0,0,0,0,0,0,4,4,3,0,3,81,47,128,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,8,17,0,3,3,96,61,157
2135903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,55,121,7,5,12,7,0,7,0,0,0,0,0,0,0,0,0,3,0,3,83,60,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,11,18,3,6,9,96,77,173
2135904,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,108,43,151,15,5,20,12,3,15,0,0,0,0,0,0,0,0,0,0,5,5,135,59,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,8,16,0,4,4,143,74,217
2135905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,26,63,5,3,8,8,0,8,0,0,0,0,0,0,0,3,3,0,0,0,50,32,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,4,3,7,0,6,6,5,3,8,59,47,106
2136001,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,77,54,131,7,8,15,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,90,65,155,0,0,0,0,0,0,0,0,0,4,5,9,3,0,3,0,0,0,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16,4,3,7,105,85,190
2136002,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,72,52,124,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,77,66,143,0,0,0,0,0,0,0,4,4,3,0,3,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,7,17,0,4,4,94,81,175
2136003,9,9,18,0,0,0,0,0,0,0,0,0,0,0,0,112,67,179,5,4,9,3,0,3,3,0,3,0,0,0,3,0,3,0,0,0,135,80,215,0,6,6,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,3,3,0,0,0,0,0,0,0,3,3,3,3,6,14,20,34,3,0,3,155,118,273
2136004,5,5,10,0,0,0,0,0,0,0,0,0,3,0,3,96,52,148,3,5,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,110,62,172,0,3,3,0,0,0,0,3,3,3,3,6,0,0,0,0,0,0,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,10,17,3,3,6,123,90,213
2136005,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,81,55,136,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,60,147,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,0,3,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,3,3,0,0,0,0,0,0,0,3,3,0,3,3,10,8,18,0,0,0,103,77,180
2136006,5,9,14,0,0,0,0,0,0,0,0,0,0,0,0,97,68,165,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,84,191,0,0,0,0,0,0,0,0,0,0,6,6,3,0,3,3,0,3,6,6,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,3,3,6,12,9,21,0,4,4,0,0,0,0,0,0,0,4,4,0,4,4,4,12,16,3,0,3,126,113,239
2136007,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,75,48,123,4,6,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,85,61,146,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,15,3,3,6,94,84,178
2136008,0,8,8,0,6,6,0,0,0,0,0,0,0,0,0,59,36,95,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,53,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18,3,3,6,73,67,140
2136009,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,94,53,147,3,8,11,6,0,6,0,0,0,0,0,0,0,0,0,0,3,3,110,70,180,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,9,3,3,6,116,85,201
2136010,9,3,12,0,3,3,0,0,0,0,0,0,0,0,0,116,83,199,7,10,17,3,0,3,3,0,3,3,0,3,3,0,3,0,0,0,144,99,243,3,0,3,0,0,0,0,0,0,7,0,7,0,3,3,0,0,0,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,16,27,3,5,8,171,127,298
2136011,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,59,38,97,0,6,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,62,50,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15,0,0,0,69,58,127
2136012,5,3,8,3,0,3,0,0,0,0,0,0,0,0,0,87,67,154,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,74,172,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,3,0,0,0,0,0,0,0,3,3,3,3,6,0,8,8,3,3,6,107,94,201
2136013,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,80,36,116,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,93,47,140,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,0,9,9,0,4,4,99,66,165
2136014,9,8,17,0,0,0,0,0,0,0,0,0,0,3,3,163,114,277,8,16,24,0,0,0,0,0,0,0,3,3,3,0,3,0,3,3,183,147,330,5,0,5,0,0,0,0,0,0,0,5,5,0,3,3,0,0,0,5,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,4,5,9,0,0,0,0,0,0,4,5,9,4,6,10,14,20,34,4,3,7,214,189,403
2136015,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,56,35,91,3,5,8,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,66,44,110,3,0,3,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,13,4,3,7,80,62,142
2136016,0,8,8,0,3,3,0,0,0,0,0,0,0,0,0,73,45,118,6,8,14,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,83,67,150,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,0,3,0,0,0,0,0,0,3,0,3,0,3,3,9,9,18,3,3,6,101,86,187
2136017,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,128,90,218,8,9,17,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,149,107,256,0,5,5,0,0,0,3,0,3,6,5,11,0,0,0,0,0,0,9,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19,3,4,7,0,0,0,0,0,0,3,4,7,7,6,13,6,12,18,3,3,6,177,142,319
2136018,15,15,30,0,0,0,0,0,0,0,0,0,0,0,0,252,192,444,13,22,35,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,284,229,513,3,3,6,0,0,0,0,0,0,13,6,19,0,3,3,0,0,0,16,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,28,3,0,3,0,0,0,0,0,0,3,0,3,6,14,20,27,42,69,3,3,6,339,300,639
2136019,12,7,19,0,0,0,0,0,0,0,0,0,0,0,0,128,98,226,4,8,12,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,151,113,264,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,12,26,38,3,3,6,178,152,330
2136020,6,8,14,0,0,0,0,0,0,0,0,0,0,0,0,77,42,119,0,8,8,5,0,5,0,0,0,0,0,0,0,0,0,0,3,3,88,61,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19,3,3,6,102,72,174
2136021,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,86,60,146,3,3,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,96,67,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,3,0,3,3,4,7,0,3,3,0,0,0,0,0,0,0,3,3,0,5,5,6,11,17,0,3,3,105,93,198
2136022,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,92,62,154,3,7,10,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,101,78,179,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,17,0,0,0,113,89,202
2136023,6,7,13,0,0,0,0,0,0,0,0,0,0,0,0,75,41,116,6,10,16,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,96,58,154,0,0,0,0,0,0,3,0,3,0,5,5,0,3,3,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,3,3,6,0,0,0,0,0,0,3,3,6,3,0,3,3,9,12,0,0,0,108,78,186
2136024,46,56,102,5,3,8,0,0,0,0,0,0,4,3,7,720,509,1229,24,47,71,13,0,13,3,3,6,0,0,0,3,3,6,7,3,10,825,627,1452,8,3,11,0,0,0,0,0,0,21,20,41,3,7,10,3,0,3,35,30,65,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,7,0,7,46,30,76,10,13,23,0,0,0,0,0,0,10,13,23,11,28,39,52,127,179,10,9,19,954,834,1788
2136025,11,5,16,0,0,0,0,0,0,0,0,0,0,0,0,121,69,190,6,7,13,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,141,81,222,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,3,6,0,0,0,0,0,0,3,3,6,3,3,6,0,7,7,3,0,3,150,100,250
2136101,5,3,8,0,3,3,0,0,0,0,0,0,0,0,0,90,63,153,8,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,103,79,182,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,3,3,0,0,0,0,0,0,0,3,3,0,5,5,8,19,27,0,0,0,115,109,224
2136102,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,69,40,109,3,9,12,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,84,49,133,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,15,18,3,0,3,97,67,164
2136103,4,7,11,0,4,4,0,0,0,0,0,0,3,0,3,123,84,207,7,10,17,3,0,3,0,0,0,0,3,3,0,0,0,3,0,3,143,108,251,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,0,0,0,0,5,5,3,6,9,13,14,27,5,0,5,164,136,300
2136104,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,85,59,144,4,4,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,95,68,163,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,8,0,0,0,0,0,0,4,4,8,0,8,8,8,12,20,0,4,4,107,101,208
2136105,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,100,78,178,9,12,21,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,118,93,211,0,0,0,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,4,9,13,0,3,3,0,0,0,0,0,0,0,3,3,3,0,3,11,12,23,0,6,6,136,123,259
2136106,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,49,45,94,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,52,105,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,6,6,3,0,3,0,0,0,0,0,0,3,0,3,5,3,8,5,5,10,0,3,3,66,69,135
2136107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,37,94,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,63,37,100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,8,15,0,0,0,73,48,121
2136108,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,63,62,125,8,4,12,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,77,69,146,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,9,3,0,3,91,77,168
2136109,4,0,4,0,3,3,0,0,0,0,0,0,0,0,0,39,39,78,5,4,9,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,55,46,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,3,3,6,0,0,0,61,52,113
2136110,4,8,12,3,0,3,0,0,0,0,0,0,0,0,0,79,64,143,4,9,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,96,81,177,0,4,4,0,0,0,3,0,3,0,5,5,0,0,0,0,0,0,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,10,14,0,0,0,103,103,206
2136111,5,3,8,0,3,3,0,0,0,0,0,0,0,0,0,59,31,90,3,4,7,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,70,41,111,0,0,0,0,0,0,0,0,0,0,6,6,0,3,3,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,7,15,0,0,0,81,57,138
2136112,5,0,5,0,3,3,0,0,0,0,0,0,0,0,0,76,52,128,7,9,16,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,91,67,158,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,3,0,0,0,0,0,0,0,3,3,0,6,6,5,7,12,0,3,3,96,92,188
